DealID,CompanyID,RepID,CreatedDateKey,LastActivityDateKey,ProductCategory,StageName,StageOrder,Status,DealValueEUR,BaseWinProbability,AdjustedWinProbability
13151,1704,103,20250630,20250630,BI Reporting,Prospecting,1,Lost,74673,0.3,0.02
13152,1486,113,20250605,20250630,Analytics,Contracting,7,Won,23930,0.41,0.71
13153,1761,144,20250627,20250828,CRM,Proposal,5,Lost,36454,0.34,0.26
13154,1440,147,20250627,20250821,Security,Demo,4,Lost,3144,0.39,0.55
13156,1060,147,20250606,20250619,HR Tech,Qualification,2,Lost,11195,0.36,0.09
13157,1512,150,20250627,20250909,Security,Prospecting,1,Lost,37561,0.25,0.02
13158,1163,127,20250625,20250910,HR Tech,Contracting,7,Won,7967,0.1,0.45
13159,1601,107,20250602,20250728,CRM,Qualification,2,Lost,35809,0.43,0.04
13160,1266,155,20250602,20250623,Analytics,Prospecting,1,Lost,5964,0.36,0.09
13161,1216,151,20250819,20260223,HR Tech,Qualification,2,Open,9267,0.41,0.1
13162,1747,150,20251119,20260206,Analytics,Contracting,7,Open,26813,0.2,0.45
13163,1724,106,20250616,20251212,Analytics,Contracting,7,Won,31497,0.5,0.85
13164,1494,113,20250617,20250703,CRM,Contracting,7,Won,8487,0.44,0.69
13165,1856,107,20250908,20260209,HR Tech,Demo,4,Open,197253,0.29,0.16
13166,1437,153,20250604,20251127,BI Reporting,Contracting,7,Won,4977,0.46,0.51
13167,1110,153,20250630,20250729,HR Tech,Contracting,7,Won,5693,0.37,0.57
13168,1799,106,20250603,20250826,Security,Qualification,2,Lost,30329,0.36,0.02
13169,1117,136,20250624,20251218,Security,Contracting,7,Won,7394,0.32,0.49
13170,1591,141,20250610,20250701,BI Reporting,Prospecting,1,Lost,17624,0.08,0.02
13171,1384,105,20250617,20250723,Analytics,Contracting,7,Won,8393,0.42,0.65
13172,1979,146,20250625,20250807,BI Reporting,Qualification,2,Lost,61030,0.21,0.02
13173,1599,122,20250610,20250613,Analytics,Prospecting,1,Lost,27267,0.2,0.02
13174,1921,103,20250609,20250612,Analytics,Prospecting,1,Lost,295789,0.13,0.02
13175,1985,144,20250625,20250627,BI Reporting,Discovery,3,Lost,132036,0.05,0.02
13177,1276,141,20250611,20250612,HR Tech,Qualification,2,Lost,7789,0.17,0.02
13178,1063,107,20250613,20251008,HR Tech,Contracting,7,Won,22903,0.38,0.58
13179,1890,103,20250609,20251222,CRM,Contracting,7,Won,218116,0.26,0.45
13180,1905,150,20250617,20250623,CRM,Prospecting,1,Lost,88316,0.12,0.02
13181,1410,109,20250616,20250729,Analytics,Qualification,2,Lost,4650,0.15,0.02
13182,1910,105,20250619,20250731,Security,Contracting,7,Won,279634,0.18,0.45
13183,1964,101,20250610,20250714,CRM,Negotiation,6,Lost,98168,0.17,0.29
13184,1214,121,20250625,20250721,Analytics,Contracting,7,Won,4385,0.29,0.49
13185,1188,150,20250611,20250620,Security,Qualification,2,Lost,7581,0.35,0.08
13186,1592,138,20250602,20250611,Analytics,Discovery,3,Lost,13707,0.14,0.02
13187,1164,147,20250603,20250806,BI Reporting,Discovery,3,Lost,7565,0.39,0.02
13188,1444,147,20251124,20260128,Analytics,Qualification,2,Open,12096,0.33,0.02
13189,1553,101,20251208,20260202,Analytics,Discovery,3,Open,17130,0.31,0.02
13190,1775,141,20250605,20250722,Security,Qualification,2,Lost,18523,0.17,0.02
13191,1161,106,20251031,20260119,Security,Discovery,3,Open,23023,0.34,0.02
13192,1112,131,20250618,20250917,BI Reporting,Contracting,7,Won,12175,0.45,0.75
13193,1131,124,20250623,20250724,HR Tech,Discovery,3,Lost,14480,0.25,0.02
13195,1164,109,20251013,20260129,BI Reporting,Prospecting,1,Open,1965,0.33,0.06
13196,1228,138,20250613,20250625,Security,Qualification,2,Lost,6342,0.23,0.02
13197,1306,106,20250613,20250625,BI Reporting,Contracting,7,Won,19065,0.41,0.58
13198,1129,106,20250602,20250709,HR Tech,Proposal,5,Lost,18755,0.46,0.55
13200,1884,150,20251231,20260213,Analytics,Discovery,3,Open,132478,0.05,0.02
13201,1365,130,20250611,20250704,Analytics,Qualification,2,Lost,5817,0.21,0.02
13202,1272,153,20251103,20260225,BI Reporting,Qualification,2,Open,13266,0.2,0.02
13203,1024,136,20250612,20250623,HR Tech,Prospecting,1,Lost,14842,0.29,0.02
13204,1518,101,20250605,20250716,BI Reporting,Qualification,2,Lost,43498,0.21,0.02
13205,1836,130,20251205,20260213,CRM,Demo,4,Open,67439,0.05,0.09
13206,1373,153,20250729,20250805,HR Tech,Contracting,7,Won,3355,0.3,0.45
13207,1046,115,20250925,20260224,BI Reporting,Proposal,5,Open,5335,0.51,0.73
13208,1579,110,20251222,20260218,Analytics,Proposal,5,Open,58995,0.36,0.4
13209,1170,105,20251107,20260223,Analytics,Discovery,3,Open,7547,0.42,0.15
13210,1796,136,20250703,20250723,Security,Demo,4,Lost,30610,0.23,0.2
13211,1287,105,20250703,20250718,Security,Contracting,7,Won,22767,0.48,0.45
13212,1599,105,20250703,20250731,Analytics,Contracting,7,Won,31360,0.36,0.56
13214,1178,122,20250731,20250804,CRM,Prospecting,1,Lost,5748,0.37,0.02
13215,1367,125,20250718,20251203,CRM,Contracting,7,Won,3667,0.3,0.47
13216,1830,113,20250701,20250721,Security,Discovery,3,Lost,270911,0.23,0.02
13217,1353,133,20250701,20250801,CRM,Qualification,2,Lost,8719,0.49,0.02
13218,1346,124,20250724,20250730,Security,Contracting,7,Won,8383,0.28,0.45
13219,1232,105,20250728,20251106,HR Tech,Contracting,7,Won,24034,0.38,0.73
13220,1833,154,20250707,20250725,BI Reporting,Contracting,7,Won,76717,0.05,0.45
13221,1712,129,20250704,20250717,Analytics,Prospecting,1,Lost,27690,0.18,0.02
13222,1198,125,20250725,20250819,Analytics,Contracting,7,Won,7825,0.35,0.65
13223,1404,125,20251002,20260213,Analytics,Contracting,7,Open,12700,0.2,0.15
13224,1136,146,20250709,20250728,CRM,Contracting,7,Won,11804,0.29,0.45
13225,1356,103,20250728,20251210,BI Reporting,Contracting,7,Won,22641,0.38,0.55
13226,1126,124,20250714,20250715,Analytics,Discovery,3,Lost,7414,0.42,0.03
13227,1093,128,20251219,20260219,Analytics,Contracting,7,Open,12499,0.19,0.14
13230,1975,112,20250701,20250827,CRM,Contracting,7,Won,75453,0.21,0.51
13231,1249,113,20250714,20251112,HR Tech,Contracting,7,Won,18155,0.51,0.64
13232,1078,121,20250711,20250818,HR Tech,Qualification,2,Lost,4766,0.22,0.02
13233,1603,130,20251215,20260127,Security,Contracting,7,Open,19104,0.17,0.12
13234,1068,115,20250709,20250912,CRM,Contracting,7,Won,17580,0.38,0.5
13235,1610,119,20250704,20250828,Security,Contracting,7,Won,21088,0.38,0.5
13236,1924,122,20250711,20250711,HR Tech,Contracting,7,Won,104813,0.24,0.45
13237,1601,110,20251103,20260209,Analytics,Proposal,5,Open,31849,0.43,0.33
13238,1458,141,20250725,20250825,CRM,Qualification,2,Lost,6758,0.16,0.02
13239,1103,124,20250722,20250918,HR Tech,Discovery,3,Lost,9101,0.32,0.05
13240,1740,124,20250717,20250807,HR Tech,Demo,4,Lost,23395,0.31,0.46
13241,1876,146,20250714,20250821,Security,Negotiation,6,Lost,122056,0.05,0.12
13242,1155,131,20250718,20251215,BI Reporting,Contracting,7,Won,18062,0.47,0.64
13243,1393,127,20250703,20250813,CRM,Qualification,2,Lost,2162,0.24,0.02
13244,1912,103,20250710,20250923,BI Reporting,Prospecting,1,Lost,211600,0.29,0.02
13245,1460,111,20251121,20260219,Analytics,Proposal,5,Open,1216,0.27,0.32
13246,1585,101,20250724,20251002,BI Reporting,Contracting,7,Won,25376,0.21,0.51
13247,1323,128,20250711,20251114,Analytics,Contracting,7,Won,7431,0.25,0.55
13248,1196,106,20250722,20251020,Analytics,Contracting,7,Won,8469,0.55,0.72
13249,1363,107,20250714,20250828,Analytics,Discovery,3,Lost,15874,0.54,0.02
13250,1011,135,20251205,20260204,Security,Contracting,7,Open,1770,0.19,0.49
13251,1215,128,20250724,20250807,Analytics,Negotiation,6,Lost,4644,0.29,0.36
13252,1307,110,20250723,20250911,Analytics,Contracting,7,Won,6617,0.41,0.53
13253,1872,155,20250710,20250721,HR Tech,Contracting,7,Lost,123584,0.08,0.15
13254,1654,150,20250717,20250822,Analytics,Discovery,3,Lost,32100,0.27,0.02
13255,1620,150,20250701,20250826,Analytics,Contracting,7,Won,39534,0.21,0.45
13258,1644,127,20250716,20250722,Security,Discovery,3,Lost,27684,0.11,0.02
13259,1605,111,20250724,20250813,Analytics,Qualification,2,Lost,10243,0.18,0.02
13260,1791,130,20250731,20250827,BI Reporting,Qualification,2,Lost,25830,0.08,0.02
13261,1043,153,20250704,20250708,HR Tech,Qualification,2,Lost,11072,0.29,0.02
13262,1850,138,20250721,20250805,BI Reporting,Discovery,3,Lost,52994,0.11,0.02
13263,1902,122,20251106,20260204,Analytics,Discovery,3,Open,82302,0.18,0.02
13264,1363,146,20250725,20250904,CRM,Prospecting,1,Lost,8864,0.42,0.15
13265,1170,106,20251212,20260202,Security,Discovery,3,Open,20311,0.32,0.05
13266,1984,129,20250717,20250731,HR Tech,Qualification,2,Lost,96036,0.15,0.02
13267,1905,106,20250710,20250905,BI Reporting,Contracting,7,Won,187436,0.2,0.45
13268,1805,154,20250721,20250805,Security,Contracting,7,Won,74556,0.05,0.45
13269,1197,155,20250716,20251007,BI Reporting,Contracting,7,Won,5814,0.46,0.81
13270,1717,131,20250722,20250919,HR Tech,Discovery,3,Lost,66569,0.33,0.02
13271,1139,151,20250725,20250730,HR Tech,Qualification,2,Lost,10632,0.42,0.03
13272,1758,103,20250704,20250901,BI Reporting,Contracting,7,Won,37440,0.43,0.45
13273,1494,141,20250729,20251009,Analytics,Discovery,3,Lost,6394,0.12,0.02
13274,1372,115,20250912,20260209,Security,Prospecting,1,Open,12101,0.47,0.05
13275,1755,131,20250715,20250915,Security,Contracting,7,Won,25252,0.33,0.53
13276,1173,141,20250707,20250718,BI Reporting,Discovery,3,Lost,2302,0.26,0.02
13277,1188,119,20251229,20260203,Security,Demo,4,Open,3141,0.39,0.61
13278,1547,110,20250703,20250709,Analytics,Contracting,7,Won,43112,0.36,0.45
13279,1173,141,20250704,20251117,Security,Contracting,7,Won,4663,0.22,0.45
13280,1566,119,20250724,20250728,HR Tech,Discovery,3,Lost,27366,0.24,0.02
13281,1902,127,20250708,20250724,Analytics,Contracting,7,Won,40833,0.08,0.45
13282,1872,109,20250709,20250902,Analytics,Demo,4,Lost,50651,0.08,0.13
13283,1945,125,20250722,20251010,Security,Contracting,7,Won,71428,0.19,0.45
13285,1807,101,20250710,20251230,CRM,Contracting,7,Won,139362,0.15,0.59
13286,1404,144,20250703,20250724,Analytics,Prospecting,1,Lost,14364,0.2,0.02
13287,1041,147,20250707,20250709,Analytics,Qualification,2,Lost,9715,0.32,0.02
13288,1001,141,20251219,20260218,Security,Demo,4,Open,7807,0.26,0.3
13289,1848,133,20250728,20250905,CRM,Contracting,7,Won,252230,0.13,0.45
13290,1441,136,20250722,20251231,Analytics,Contracting,7,Won,6032,0.32,0.81
13291,1489,107,20250723,20250728,Security,Demo,4,Lost,6289,0.48,0.35
13292,1735,103,20250725,20250808,Analytics,Prospecting,1,Lost,60273,0.33,0.06
13293,1052,107,20250710,20250731,CRM,Prospecting,1,Lost,23839,0.46,0.19
13294,1252,124,20250702,20250702,Security,Prospecting,1,Lost,6289,0.39,0.02
13295,1138,119,20250722,20250807,Analytics,Demo,4,Lost,7880,0.28,0.32
13296,1096,150,20250711,20250717,CRM,Contracting,7,Won,12697,0.27,0.45
13297,1392,124,20250718,20250821,CRM,Demo,4,Lost,14384,0.26,0.13
13298,1430,105,20250714,20250722,CRM,Qualification,2,Lost,22330,0.32,0.02
13299,1473,113,20251216,20260216,HR Tech,Proposal,5,Open,6221,0.44,0.66
13301,1946,111,20250702,20250711,HR Tech,Discovery,3,Lost,43597,0.05,0.02
13302,2000,151,20250715,20250723,HR Tech,Qualification,2,Lost,134026,0.23,0.02
13303,1289,141,20251205,20260220,Analytics,Proposal,5,Open,6805,0.24,0.41
13304,1731,155,20250725,20250729,Security,Prospecting,1,Lost,15676,0.38,0.02
13305,1587,101,20251203,20260227,Security,Demo,4,Open,29959,0.18,0.23
13306,1178,150,20250718,20250820,Analytics,Qualification,2,Lost,7446,0.33,0.02
13307,1093,146,20250701,20250801,HR Tech,Qualification,2,Lost,9973,0.25,0.02
13308,1878,113,20250711,20251218,Analytics,Contracting,7,Won,276500,0.21,0.45
13310,1118,144,20251006,20260202,CRM,Negotiation,6,Open,13533,0.2,0.5
13311,1290,127,20250724,20251020,CRM,Contracting,7,Won,4565,0.32,0.67
13312,1141,130,20250722,20250822,Analytics,Contracting,7,Won,6860,0.09,0.45
13314,1120,129,20250722,20250918,Analytics,Prospecting,1,Lost,10532,0.39,0.12
13315,1476,119,20250904,20260102,HR Tech,Proposal,5,Open,13788,0.29,0.1
13316,1536,138,20250729,20250916,Security,Prospecting,1,Lost,25617,0.08,0.02
13317,1916,144,20250710,20250827,CRM,Proposal,5,Lost,115311,0.08,0.02
13318,1810,122,20250715,20250811,Security,Contracting,7,Won,139220,0.09,0.45
13319,1185,129,20250721,20250904,BI Reporting,Prospecting,1,Lost,3737,0.36,0.02
13320,1902,128,20250731,20251006,HR Tech,Contracting,7,Won,69104,0.18,0.45
13321,1336,151,20250722,20250804,Security,Demo,4,Lost,8279,0.41,0.4
13322,1564,154,20250723,20250814,HR Tech,Contracting,7,Won,10647,0.25,0.55
13323,1856,109,20250724,20250730,HR Tech,Contracting,7,Won,77003,0.05,0.45
13324,1177,121,20250703,20250723,Security,Contracting,7,Won,6712,0.09,0.45
13325,1043,119,20250704,20250708,Analytics,Prospecting,1,Lost,7702,0.35,0.02
13326,1456,124,20250718,20250729,Security,Contracting,7,Won,7368,0.42,0.45
13327,1080,128,20250731,20251212,HR Tech,Contracting,7,Won,5756,0.37,0.55
13328,1276,124,20250703,20250729,Security,Proposal,5,Lost,10018,0.33,0.2
13330,1587,138,20250707,20250904,Security,Qualification,2,Lost,24700,0.05,0.02
13331,1170,101,20250701,20250703,Security,Prospecting,1,Lost,7807,0.26,0.02
13332,1764,136,20250708,20250811,Analytics,Prospecting,1,Lost,39805,0.21,0.02
13334,1288,105,20250704,20250708,HR Tech,Contracting,7,Won,10667,0.41,0.71
13335,1529,121,20250708,20250905,HR Tech,Discovery,3,Lost,18723,0.21,0.02
13336,1669,107,20250709,20250709,CRM,Discovery,3,Lost,20210,0.43,0.02
13337,1233,133,20250721,20251209,BI Reporting,Contracting,7,Won,16049,0.44,0.67
13338,1494,131,20250704,20250903,Security,Contracting,7,Won,10714,0.44,0.74
13339,1401,109,20250702,20250826,Security,Contracting,7,Won,2920,0.26,0.45
13340,1799,131,20251024,20260202,BI Reporting,Prospecting,1,Open,59544,0.32,0.05
13341,1856,103,20250722,20250812,CRM,Qualification,2,Lost,252450,0.23,0.02
13342,1489,124,20250708,20250724,BI Reporting,Contracting,7,Won,4272,0.36,0.56
13343,1689,127,20250729,20250923,HR Tech,Demo,4,Lost,11635,0.23,0.2
13345,1228,129,20250722,20251107,HR Tech,Contracting,7,Won,11277,0.33,0.45
13346,1269,155,20250707,20250728,Security,Demo,4,Lost,6477,0.3,0.34
13347,1053,150,20250724,20250925,HR Tech,Prospecting,1,Lost,14923,0.19,0.02
13348,1085,138,20250718,20250725,BI Reporting,Contracting,7,Won,7164,0.12,0.45
13349,1864,147,20250717,20250814,Security,Proposal,5,Lost,114478,0.14,0.02
13350,1918,127,20250701,20250718,HR Tech,Qualification,2,Lost,70628,0.05,0.02
13351,1696,112,20250714,20250724,HR Tech,Qualification,2,Lost,30324,0.25,0.02
13353,1904,130,20250718,20250924,CRM,Qualification,2,Lost,74043,0.05,0.02
13355,1961,105,20250730,20251210,CRM,Contracting,7,Won,139099,0.4,0.57
13356,1487,147,20250711,20250801,Analytics,Contracting,7,Won,12451,0.29,0.45
13358,1042,133,20250715,20250725,HR Tech,Demo,4,Lost,23418,0.41,0.38
13359,1021,138,20250728,20251009,Security,Prospecting,1,Lost,2934,0.33,0.02
13360,1422,136,20251114,20260212,HR Tech,Demo,4,Open,3545,0.41,0.63
13362,1455,125,20250729,20250804,Security,Discovery,3,Lost,9960,0.39,0.02
13363,1252,154,20250708,20250910,Analytics,Qualification,2,Lost,1221,0.29,0.02
13364,1495,141,20250707,20250806,HR Tech,Qualification,2,Lost,6454,0.19,0.02
13365,1023,122,20250714,20250919,HR Tech,Negotiation,6,Lost,10716,0.35,0.48
13366,1562,111,20250723,20250905,Analytics,Qualification,2,Lost,15997,0.16,0.02
13367,1431,119,20250730,20250807,HR Tech,Discovery,3,Lost,10788,0.39,0.12
13368,1795,128,20250709,20251201,CRM,Contracting,7,Won,16058,0.28,0.45
13369,1463,154,20250728,20250806,BI Reporting,Discovery,3,Lost,6300,0.1,0.02
13370,1442,154,20250731,20250813,Security,Discovery,3,Lost,2786,0.33,0.06
13371,1779,154,20250716,20250804,Security,Qualification,2,Lost,29588,0.05,0.02
13372,1397,105,20250723,20250905,HR Tech,Contracting,7,Won,11725,0.4,0.45
13373,1210,144,20250728,20250911,Security,Demo,4,Lost,14136,0.26,0.13
13374,1714,115,20250711,20250819,BI Reporting,Negotiation,6,Lost,65455,0.33,0.55
13375,1775,154,20250722,20251030,HR Tech,Contracting,7,Won,23100,0.17,0.52
13376,1760,103,20250721,20251106,Security,Contracting,7,Won,72351,0.26,0.45
13377,1869,131,20250709,20250806,CRM,Demo,4,Lost,275831,0.21,0.2
13378,1585,130,20250715,20250908,Analytics,Qualification,2,Lost,14554,0.11,0.02
13379,1712,111,20250707,20250730,HR Tech,Prospecting,1,Lost,11922,0.12,0.02
13380,1664,127,20250708,20250709,BI Reporting,Prospecting,1,Lost,23847,0.09,0.02
13381,1559,107,20250723,20250814,HR Tech,Qualification,2,Lost,64747,0.3,0.03
13382,1031,147,20250731,20250813,HR Tech,Proposal,5,Lost,9402,0.42,0.39
13383,1192,122,20250722,20251009,CRM,Contracting,7,Won,4142,0.39,0.49
13384,1782,141,20250701,20250716,Analytics,Prospecting,1,Lost,28935,0.05,0.02
13385,1486,101,20250715,20250821,Analytics,Contracting,7,Won,12506,0.29,0.45
13386,1786,119,20250718,20250730,BI Reporting,Contracting,7,Won,20248,0.35,0.65
13387,1503,115,20250708,20250918,CRM,Contracting,7,Won,56821,0.36,0.71
13388,1429,113,20250707,20250811,Security,Qualification,2,Lost,11687,0.54,0.27
13389,1475,124,20250722,20250818,CRM,Prospecting,1,Lost,10496,0.26,0.02
13390,1547,101,20250703,20250909,HR Tech,Qualification,2,Lost,35182,0.24,0.02
13391,1176,127,20250701,20250813,HR Tech,Discovery,3,Lost,5811,0.12,0.02
13392,1162,129,20250714,20250917,CRM,Contracting,7,Won,6379,0.29,0.64
13393,1996,125,20250731,20250814,CRM,Prospecting,1,Lost,148417,0.11,0.02
13394,1981,125,20251124,20260223,Security,Proposal,5,Open,99647,0.17,0.02
13395,1116,103,20250709,20250730,Security,Contracting,7,Won,16756,0.52,0.64
13396,1461,144,20250731,20250829,CRM,Qualification,2,Lost,9232,0.3,0.03
13397,1066,119,20250704,20250819,BI Reporting,Prospecting,1,Lost,8570,0.28,0.02
13398,1195,147,20250724,20250728,CRM,Prospecting,1,Lost,9027,0.3,0.03
13399,1622,127,20250721,20250806,BI Reporting,Demo,4,Lost,15321,0.19,0.06
13400,1238,128,20250715,20250721,BI Reporting,Proposal,5,Lost,11398,0.19,0.16
13401,1675,128,20250704,20250724,Analytics,Demo,4,Lost,18558,0.28,0.32
13402,1802,113,20250702,20250731,CRM,Prospecting,1,Lost,222135,0.26,0.02
13403,1425,111,20250728,20251215,HR Tech,Contracting,7,Won,5112,0.18,0.53
13404,1396,101,20251215,20260223,HR Tech,Discovery,3,Open,13500,0.2,0.02
13405,1680,128,20250728,20250814,Analytics,Prospecting,1,Lost,22464,0.28,0.02
13406,1905,133,20251110,20260203,BI Reporting,Discovery,3,Open,252016,0.14,0.02
13407,1106,106,20250805,20251010,HR Tech,Prospecting,1,Lost,13277,0.38,0.11
13408,1923,113,20250819,20251010,BI Reporting,Contracting,7,Won,124419,0.31,0.66
13409,1002,133,20250827,20251020,Analytics,Proposal,5,Lost,19705,0.45,0.55
13410,1118,105,20250812,20251017,HR Tech,Contracting,7,Won,6782,0.42,0.72
13411,1423,113,20250819,20251029,Security,Prospecting,1,Lost,6393,0.48,0.09
13412,1901,147,20250801,20250904,CRM,Demo,4,Lost,86684,0.18,0.4
13413,1526,103,20250811,20250813,BI Reporting,Demo,4,Lost,22060,0.5,0.42
13414,1656,155,20250813,20250926,CRM,Prospecting,1,Lost,44770,0.12,0.02
13415,1412,115,20250814,20250814,Analytics,Demo,4,Lost,22324,0.38,0.35
13416,1616,115,20251217,20260204,HR Tech,Proposal,5,Open,56062,0.36,0.33
13417,1667,119,20250828,20250918,Security,Demo,4,Lost,34604,0.17,0.39
13418,1335,155,20250814,20250829,CRM,Qualification,2,Lost,13821,0.22,0.02
13419,1469,103,20250819,20250909,Analytics,Prospecting,1,Lost,21919,0.37,0.02
13420,1676,154,20250829,20250829,BI Reporting,Contracting,7,Won,21104,0.19,0.45
13421,1657,119,20250820,20251009,HR Tech,Contracting,7,Won,33062,0.24,0.59
13422,1078,109,20250813,20250827,HR Tech,Discovery,3,Lost,5422,0.22,0.02
13423,1434,101,20251204,20260219,BI Reporting,Demo,4,Open,14229,0.2,0.17
13424,1737,111,20250827,20250827,BI Reporting,Contracting,7,Won,22611,0.14,0.45
13425,1176,111,20250811,20250821,HR Tech,Demo,4,Lost,4327,0.18,0.05
13426,1136,141,20250805,20250819,CRM,Prospecting,1,Lost,5566,0.25,0.02
13427,1544,105,20250828,20250925,Analytics,Contracting,7,Won,75094,0.37,0.67
13428,1246,103,20250807,20251008,BI Reporting,Contracting,7,Won,8933,0.51,0.86
13429,1059,150,20251124,20260130,Analytics,Demo,4,Open,9902,0.3,0.02
13431,1224,128,20250813,20250819,Security,Discovery,3,Lost,12746,0.33,0.02
13432,1646,138,20250808,20250828,Analytics,Qualification,2,Lost,18292,0.1,0.02
13433,1535,133,20250813,20250820,HR Tech,Discovery,3,Lost,78981,0.23,0.02
13435,1830,129,20251229,20260216,Analytics,Negotiation,6,Open,99093,0.17,0.24
13436,1674,115,20250807,20250910,Security,Proposal,5,Lost,34086,0.41,0.45
13437,1611,144,20250826,20251007,CRM,Contracting,7,Won,20899,0.38,0.68
13438,1980,113,20250828,20251002,Analytics,Prospecting,1,Lost,220200,0.19,0.02
13439,1255,136,20250820,20251119,CRM,Contracting,7,Won,5992,0.3,0.65
13441,1256,106,20250828,20251117,BI Reporting,Proposal,5,Lost,17344,0.4,0.55
13442,1001,147,20250828,20250828,Analytics,Qualification,2,Lost,7811,0.42,0.02
13443,1385,125,20250829,20250926,Security,Contracting,7,Won,5178,0.3,0.65
13446,1772,154,20250825,20250923,CRM,Prospecting,1,Lost,27458,0.05,0.02
13447,1809,147,20250811,20250924,Security,Contracting,7,Won,96488,0.17,0.45
13448,1995,103,20250808,20250828,Analytics,Contracting,7,Won,204885,0.29,0.49
13449,1861,128,20250801,20250807,BI Reporting,Discovery,3,Lost,131668,0.08,0.02
13450,1122,113,20250812,20251105,Security,Contracting,7,Won,23676,0.39,0.67
13451,1511,147,20250811,20250821,Analytics,Prospecting,1,Lost,48932,0.21,0.02
13452,1284,136,20251117,20260126,HR Tech,Qualification,2,Open,9735,0.33,0.02
13453,1203,113,20250829,20251008,Analytics,Qualification,2,Lost,12563,0.47,0.2
13454,1040,146,20251211,20260211,HR Tech,Discovery,3,Open,9606,0.32,0.05
13455,1619,150,20250807,20251017,BI Reporting,Prospecting,1,Lost,49664,0.21,0.02
13456,1291,144,20250808,20250901,BI Reporting,Contracting,7,Won,4207,0.43,0.55
13457,1382,112,20250825,20250926,BI Reporting,Qualification,2,Lost,8085,0.39,0.12
13458,1992,153,20250801,20250929,Analytics,Qualification,2,Lost,77680,0.14,0.02
13459,1975,106,20250818,20250829,Security,Discovery,3,Lost,148757,0.33,0.02
13460,1397,155,20250805,20250829,Analytics,Negotiation,6,Lost,5716,0.32,0.44
13461,1578,144,20250804,20250806,BI Reporting,Discovery,3,Lost,23441,0.22,0.02
13462,1394,101,20250807,20250909,HR Tech,Prospecting,1,Lost,9523,0.39,0.02
13464,1182,144,20250822,20250929,Analytics,Negotiation,6,Lost,8648,0.42,0.55
13465,1625,138,20250821,20251107,BI Reporting,Qualification,2,Lost,29687,0.11,0.02
13466,1603,113,20250825,20250912,BI Reporting,Prospecting,1,Lost,71847,0.33,0.06
13467,1221,125,20250818,20250925,Security,Qualification,2,Lost,12057,0.22,0.02
13468,1886,151,20250814,20250822,HR Tech,Discovery,3,Lost,245746,0.27,0.02
13469,1476,154,20250826,20250903,HR Tech,Prospecting,1,Lost,4694,0.25,0.02
13470,1382,119,20250806,20250811,HR Tech,Prospecting,1,Lost,3202,0.43,0.04
13471,1125,130,20251027,20260210,Analytics,Demo,4,Open,3087,0.26,0.48
13473,1917,127,20250820,20250912,BI Reporting,Prospecting,1,Lost,56188,0.05,0.02
13474,1336,110,20250820,20250828,Analytics,Discovery,3,Lost,24763,0.31,0.02
13475,1764,155,20250820,20250828,Analytics,Contracting,7,Won,20546,0.31,0.45
13476,1130,113,20250825,20250904,HR Tech,Discovery,3,Lost,5322,0.51,0.02
13477,1005,103,20250819,20250923,CRM,Prospecting,1,Lost,14489,0.37,0.02
13478,1051,130,20250814,20250818,HR Tech,Prospecting,1,Lost,4267,0.23,0.02
13479,1861,113,20250826,20250918,BI Reporting,Prospecting,1,Lost,289891,0.2,0.02
13480,1980,107,20250818,20250827,Security,Contracting,7,Won,294298,0.13,0.45
13481,1874,124,20250826,20250917,CRM,Demo,4,Lost,97256,0.07,0.11
13482,1223,107,20250917,20260128,Security,Proposal,5,Open,8873,0.46,0.63
13483,1210,103,20250829,20250904,BI Reporting,Contracting,7,Won,23838,0.38,0.45
13484,1330,153,20250811,20250915,Analytics,Prospecting,1,Lost,13413,0.27,0.02
13485,1136,151,20250808,20251104,CRM,Contracting,7,Won,24380,0.41,0.51
13486,1660,146,20250813,20250821,Security,Qualification,2,Lost,40149,0.16,0.02
13487,1164,130,20250807,20250912,Analytics,Qualification,2,Lost,3431,0.29,0.02
13488,1338,101,20250821,20250918,BI Reporting,Contracting,7,Won,14623,0.29,0.64
13489,1057,113,20250827,20250827,BI Reporting,Qualification,2,Lost,10985,0.49,0.1
13490,1345,124,20250822,20250822,Analytics,Discovery,3,Lost,3507,0.43,0.16
13491,1437,153,20250825,20250903,HR Tech,Qualification,2,Lost,12971,0.36,0.02
13492,1638,110,20250813,20250819,Security,Discovery,3,Lost,56614,0.43,0.02
13494,1665,105,20250827,20251023,Security,Proposal,5,Lost,46365,0.37,0.55
13495,1901,112,20250821,20250903,CRM,Prospecting,1,Lost,71164,0.18,0.02
13496,1675,151,20251112,20260218,Security,Contracting,7,Open,36122,0.4,0.45
13497,1460,101,20250808,20250822,BI Reporting,Contracting,7,Won,9692,0.33,0.5
13498,1103,144,20250801,20250821,BI Reporting,Contracting,7,Won,10055,0.32,0.45
13499,1492,133,20250819,20251020,Analytics,Discovery,3,Lost,14515,0.51,0.09
13500,1318,101,20250822,20251020,Analytics,Prospecting,1,Lost,8035,0.35,0.02
13501,1264,153,20250819,20250902,CRM,Prospecting,1,Lost,14646,0.26,0.02
13502,1326,115,20250821,20250909,Analytics,Contracting,7,Won,7377,0.48,0.78
13503,1494,121,20250811,20250822,BI Reporting,Prospecting,1,Lost,3586,0.18,0.02
13505,1502,153,20250827,20251021,HR Tech,Prospecting,1,Lost,27874,0.24,0.02
